Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_15-Nov-2019	267	 2.54	 3.71	227	 2.39	 2.83	2284.16	1575.19	 0.59	26409.45	 1.08	21279.70
A10	Foci_processed_15-Nov-2019	358	 2.97	 3.20	307	 3.09	 3.26	2265.83	1491.00	 0.54	32493.61	 1.03	27265.68
A11	Foci_processed_15-Nov-2019	277	 2.36	 2.59	241	 2.44	 2.65	2425.73	1637.14	 0.61	24409.02	 1.09	21760.37
A12	Foci_processed_15-Nov-2019	92	 2.54	 2.41	77	 2.66	 2.50	2639.53	1779.68	 0.61	26119.72	 1.08	23892.73
A2	Foci_processed_15-Nov-2019	421	 2.44	 2.69	364	 2.40	 2.66	2428.86	1756.48	 0.58	27792.77	 1.09	20272.92
A3	Foci_processed_15-Nov-2019	136	 2.05	 2.25	115	 2.27	 2.34	2393.75	1633.53	 0.60	23308.68	 1.08	20687.86
A4	Foci_processed_15-Nov-2019	260	 1.70	 2.20	211	 1.79	 2.14	2243.29	1659.58	 0.63	20838.07	 1.11	13805.69
A5	Foci_processed_15-Nov-2019	323	 3.17	 3.24	267	 3.34	 3.34	2706.30	1876.28	 0.61	26234.50	 1.08	32131.81
A6	Foci_processed_15-Nov-2019	209	 2.98	 2.95	179	 3.03	 3.06	2123.80	1425.93	 0.59	24935.82	 1.08	25012.76
A7	Foci_processed_15-Nov-2019	382	 3.13	 3.44	345	 3.25	 3.52	2239.30	1472.02	 0.53	29407.72	 1.04	30564.16
A8	Foci_processed_15-Nov-2019	801	 2.84	 3.19	690	 2.98	 3.23	2319.51	1538.10	 0.51	33504.24	 1.03	27527.10
A9	Foci_processed_15-Nov-2019	239	 2.79	 2.73	202	 2.86	 2.74	2151.51	1406.56	 0.58	27536.81	 1.04	23176.67
B1	Foci_processed_15-Nov-2019	384	 2.18	 2.88	338	 2.10	 2.81	2096.46	1518.73	 0.53	31726.52	 1.04	17321.44
B10	Foci_processed_15-Nov-2019	801	 1.97	 2.62	721	 2.00	 2.61	2444.21	1804.36	 0.49	33953.56	 1.04	18143.10
B11	Foci_processed_15-Nov-2019	801	 2.13	 2.02	690	 2.22	 2.01	3949.33	2678.16	 0.57	30649.61	 1.07	29996.43
B12	Foci_processed_15-Nov-2019	766	 2.10	 2.13	671	 2.21	 2.15	3611.36	2395.76	 0.61	27358.35	 1.08	28123.46
B2	Foci_processed_15-Nov-2019	801	 2.35	 2.71	708	 2.50	 2.76	2698.20	1841.81	 0.50	31975.86	 1.04	27806.10
B3	Foci_processed_15-Nov-2019	801	 1.92	 2.37	677	 2.04	 2.39	3228.88	2253.89	 0.50	33146.36	 1.04	23905.03
B4	Foci_processed_15-Nov-2019	801	 2.02	 2.37	693	 2.13	 2.41	2866.11	1933.01	 0.53	29585.68	 1.05	23541.10
B5	Foci_processed_15-Nov-2019	614	 2.13	 2.56	531	 2.18	 2.58	2609.53	1852.60	 0.51	33837.15	 1.06	21303.08
B6	Foci_processed_15-Nov-2019	801	 1.64	 1.91	689	 1.73	 1.94	2824.88	1980.54	 0.45	35328.85	 1.05	17621.35
B7	Foci_processed_15-Nov-2019	801	 2.68	 2.77	696	 2.89	 2.84	2660.02	1837.54	 0.51	34832.96	 1.04	27622.44
B8	Foci_processed_15-Nov-2019	801	 2.78	 2.88	733	 2.79	 2.91	2395.90	1695.21	 0.49	34641.05	 1.04	25434.48
B9	Foci_processed_15-Nov-2019	801	 2.37	 2.51	704	 2.41	 2.51	2682.50	1931.09	 0.51	34265.21	 1.04	23415.41
C1	Foci_processed_15-Nov-2019	801	 2.37	 2.53	695	 2.48	 2.55	2734.46	1932.21	 0.52	31260.39	 1.05	25436.10
C10	Foci_processed_15-Nov-2019	801	 3.07	 3.62	676	 3.25	 3.66	2642.68	2034.41	 0.54	34522.83	 1.04	29803.04
C11	Foci_processed_15-Nov-2019	801	 2.00	 2.34	648	 2.12	 2.44	3320.86	2486.81	 0.63	25242.13	 1.09	25841.10
C12	Foci_processed_15-Nov-2019	434	 1.72	 2.18	375	 1.82	 2.25	3041.33	2363.27	 0.62	27968.60	 1.06	17806.77
C2	Foci_processed_15-Nov-2019	801	 2.20	 2.42	723	 2.31	 2.44	2529.34	1833.46	 0.53	33307.69	 1.04	20537.40
C3	Foci_processed_15-Nov-2019	801	 1.54	 2.01	674	 1.58	 1.99	3085.51	2127.39	 0.58	27691.10	 1.10	18184.81
C4	Foci_processed_15-Nov-2019	636	 1.62	 2.43	541	 1.74	 2.56	2486.06	1895.43	 0.55	31425.16	 1.05	14802.85
C5	Foci_processed_15-Nov-2019	801	 2.87	 3.76	676	 3.08	 3.91	2126.05	1587.35	 0.52	32904.51	 1.04	25677.13
C6	Foci_processed_15-Nov-2019	801	 2.02	 2.77	675	 2.15	 2.82	2531.29	1894.02	 0.51	34850.74	 1.04	19978.54
C7	Foci_processed_15-Nov-2019	801	 2.48	 3.34	691	 2.65	 3.43	2186.72	1686.96	 0.52	32939.13	 1.03	23240.30
C8	Foci_processed_15-Nov-2019	801	 2.56	 3.36	653	 2.71	 3.44	2538.80	1967.73	 0.51	35969.18	 1.03	25246.87
C9	Foci_processed_15-Nov-2019	801	 3.49	 4.34	689	 3.63	 4.42	2354.28	1856.76	 0.52	33870.79	 1.03	32417.98
D1	Foci_processed_15-Nov-2019	801	 1.66	 2.09	647	 1.65	 2.05	2882.20	2144.62	 0.47	35938.28	 1.03	17250.51
D10	Foci_processed_15-Nov-2019	801	 1.37	 1.66	678	 1.43	 1.70	3565.70	2761.58	 0.49	33886.00	 1.06	16373.66
D11	Foci_processed_15-Nov-2019	801	 2.07	 2.26	659	 2.24	 2.30	4014.25	3173.98	 0.64	26448.02	 1.08	28011.20
D12	Foci_processed_15-Nov-2019	801	 2.23	 2.72	679	 2.37	 2.81	3740.83	3006.01	 0.61	27580.33	 1.05	27653.86
D2	Foci_processed_15-Nov-2019	801	 0.93	 1.81	686	 1.01	 1.86	3588.71	2987.48	 0.54	28740.61	 1.06	9565.53
D3	Foci_processed_15-Nov-2019	801	 2.31	 2.90	699	 2.40	 2.94	2728.52	2094.11	 0.52	34898.97	 1.03	22753.51
D4	Foci_processed_15-Nov-2019	801	 1.63	 2.08	687	 1.66	 2.02	2785.40	2180.76	 0.50	32867.94	 1.04	16079.90
D5	Foci_processed_15-Nov-2019	801	 1.31	 1.71	682	 1.39	 1.77	3262.66	2517.00	 0.51	32209.28	 1.07	15079.28
D6	Foci_processed_15-Nov-2019	801	 1.58	 1.86	691	 1.66	 1.86	3141.38	2362.42	 0.50	30414.46	 1.05	18715.32
D7	Foci_processed_15-Nov-2019	801	 2.21	 2.95	668	 2.29	 2.99	2991.20	2406.28	 0.52	35236.69	 1.04	22389.25
D8	Foci_processed_15-Nov-2019	801	 1.50	 2.13	704	 1.53	 2.14	2978.94	2350.07	 0.51	34311.92	 1.05	15660.33
D9	Foci_processed_15-Nov-2019	801	 2.03	 2.56	684	 2.10	 2.49	3507.72	2853.67	 0.51	35770.50	 1.03	22254.44
