Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_20-Oct-2019	83	 2.69	 2.55	67	 2.37	 2.17	2304.24	1724.52	 0.55	29744.13	 1.14	18609.61
A10	Foci_processed_20-Oct-2019	11	 2.82	 2.89	10	 3.00	 2.98	3032.93	1926.57	 0.49	35018.14	 1.04	29068.40
A11	Foci_processed_20-Oct-2019	386	 2.86	 2.34	319	 2.91	 2.31	2650.28	1794.89	 0.56	26898.14	 1.07	26466.73
A12	Foci_processed_20-Oct-2019	310	 2.37	 2.39	253	 2.54	 2.37	2563.97	1830.47	 0.58	26609.50	 1.09	30217.63
A2	Foci_processed_20-Oct-2019	430	 3.10	 2.52	344	 3.16	 2.57	2365.55	1727.98	 0.55	29500.03	 1.09	25159.00
A3	Foci_processed_20-Oct-2019	126	 3.49	 2.88	107	 3.65	 2.95	2397.52	1634.07	 0.55	30049.80	 1.05	32022.06
A4	Foci_processed_20-Oct-2019	416	 2.81	 3.11	354	 2.79	 3.12	2241.92	1616.64	 0.55	29727.34	 1.08	24788.71
A5	Foci_processed_20-Oct-2019	12	 1.67	 2.87	10	 1.90	 3.11	2847.60	2131.84	 0.47	34941.25	 1.05	23282.80
A6	Foci_processed_20-Oct-2019	21	 2.05	 2.44	16	 2.63	 2.53	2362.99	1614.18	 0.51	33381.27	 1.04	25963.25
A7	Foci_processed_20-Oct-2019	21	 3.52	 4.45	18	 3.33	 4.79	2243.20	1613.31	 0.48	33508.51	 1.04	41922.67
A8	Foci_processed_20-Oct-2019	9	 1.67	 1.50	8	 1.88	 1.46	2593.50	1624.90	 0.51	30372.81	 1.03	16520.00
A9	Foci_processed_20-Oct-2019	5	 1.00	 1.73	5	 1.00	 1.73	2661.77	1832.18	 0.67	24791.32	 1.04	8202.40
B1	Foci_processed_20-Oct-2019	170	 2.47	 2.32	147	 2.56	 2.31	2730.84	1981.68	 0.55	26926.59	 1.07	27796.52
B10	Foci_processed_20-Oct-2019	206	 3.07	 2.65	176	 3.27	 2.69	3194.74	2256.09	 0.52	31235.89	 1.05	38551.43
B11	Foci_processed_20-Oct-2019	257	 2.85	 2.73	219	 2.62	 2.47	3315.68	2450.63	 0.56	30462.66	 1.07	28402.45
B12	Foci_processed_20-Oct-2019	520	 2.82	 2.71	433	 2.96	 2.74	3342.79	2540.35	 0.55	28146.61	 1.06	40241.78
B2	Foci_processed_20-Oct-2019	705	 3.46	 3.04	628	 3.66	 3.07	2646.05	1832.57	 0.48	32895.36	 1.04	43757.67
B3	Foci_processed_20-Oct-2019	801	 2.14	 2.06	678	 2.08	 2.00	2542.98	1884.82	 0.44	34808.77	 1.04	18261.72
B4	Foci_processed_20-Oct-2019	801	 2.69	 2.89	706	 2.79	 2.92	2639.30	1852.79	 0.47	32053.50	 1.04	30230.40
B5	Foci_processed_20-Oct-2019	562	 2.94	 2.56	493	 3.02	 2.51	2782.82	1904.76	 0.51	31700.35	 1.04	37978.82
B6	Foci_processed_20-Oct-2019	368	 2.61	 2.31	325	 2.77	 2.36	2922.82	2012.07	 0.52	30410.38	 1.04	35712.38
B7	Foci_processed_20-Oct-2019	801	 3.19	 2.04	660	 3.39	 1.96	3056.58	2114.14	 0.52	31259.89	 1.05	49173.68
B8	Foci_processed_20-Oct-2019	388	 2.16	 2.17	330	 2.26	 2.14	2641.53	1884.63	 0.52	28589.01	 1.06	24652.59
B9	Foci_processed_20-Oct-2019	316	 2.72	 2.87	280	 2.66	 2.84	3028.74	2175.33	 0.50	32470.01	 1.04	33599.79
C1	Foci_processed_20-Oct-2019	801	 3.59	 2.13	656	 3.74	 2.00	2867.18	1839.79	 0.53	28884.74	 1.06	54435.60
C10	Foci_processed_20-Oct-2019	801	 2.81	 2.81	696	 2.91	 2.87	2573.29	1892.76	 0.47	35769.38	 1.03	25823.91
C11	Foci_processed_20-Oct-2019	801	 3.02	 2.72	665	 3.08	 2.68	2716.44	1979.91	 0.54	28327.95	 1.06	36694.83
C12	Foci_processed_20-Oct-2019	801	 4.00	 2.35	698	 4.11	 2.26	2977.82	2209.82	 0.58	25556.38	 1.07	48832.70
C2	Foci_processed_20-Oct-2019	801	 3.07	 2.57	681	 3.17	 2.56	2757.20	1852.85	 0.51	29791.58	 1.05	41595.94
C3	Foci_processed_20-Oct-2019	801	 3.43	 2.96	668	 3.62	 3.04	2553.43	1778.78	 0.48	30979.32	 1.05	44920.19
C4	Foci_processed_20-Oct-2019	801	 3.40	 2.99	676	 3.55	 3.00	2414.03	1691.65	 0.49	32976.98	 1.04	41228.93
C5	Foci_processed_20-Oct-2019	762	 3.74	 3.32	668	 3.87	 3.36	2401.98	1677.32	 0.48	31810.65	 1.04	35095.72
C6	Foci_processed_20-Oct-2019	801	 2.62	 2.92	689	 2.73	 2.96	2445.32	1802.35	 0.48	33507.54	 1.04	26596.31
C7	Foci_processed_20-Oct-2019	801	 2.29	 3.22	674	 2.35	 3.21	2367.51	1826.61	 0.46	25163.39	 1.05	24352.14
C8	Foci_processed_20-Oct-2019	801	 1.91	 2.59	680	 1.96	 2.64	2281.77	1759.98	 0.49	33045.38	 1.04	18374.94
C9	Foci_processed_20-Oct-2019	801	 2.40	 2.87	711	 2.43	 2.90	2392.85	1800.92	 0.46	33242.35	 1.03	21581.72
D1	Foci_processed_20-Oct-2019	801	 3.54	 2.18	686	 3.60	 2.05	3229.05	2201.40	 0.54	29134.63	 1.05	53512.33
D10	Foci_processed_20-Oct-2019	801	 3.25	 2.64	673	 3.32	 2.68	3247.23	2486.70	 0.52	31917.10	 1.05	41952.49
D11	Foci_processed_20-Oct-2019	801	 3.88	 2.16	691	 4.04	 2.09	3932.97	3043.56	 0.58	27974.97	 1.06	59280.30
D12	Foci_processed_20-Oct-2019	801	 3.70	 2.90	681	 3.86	 2.89	3386.33	2620.08	 0.60	26907.95	 1.05	52390.61
D2	Foci_processed_20-Oct-2019	578	 2.60	 2.47	507	 2.74	 2.47	2938.95	1998.13	 0.50	31723.73	 1.04	35470.50
D3	Foci_processed_20-Oct-2019	801	 3.28	 2.24	697	 3.42	 2.21	2958.43	2134.29	 0.47	33390.24	 1.05	46993.50
D4	Foci_processed_20-Oct-2019	801	 3.66	 1.80	681	 3.73	 1.75	2716.56	1981.42	 0.51	30387.78	 1.07	45058.78
D5	Foci_processed_20-Oct-2019	801	 2.81	 1.89	709	 2.82	 1.79	2831.39	2123.46	 0.46	28941.08	 1.05	35361.35
D6	Foci_processed_20-Oct-2019	801	 3.04	 2.34	677	 3.15	 2.33	3215.86	2319.20	 0.50	29672.83	 1.05	45767.57
D7	Foci_processed_20-Oct-2019	801	 2.82	 2.34	672	 2.98	 2.35	3314.06	2478.40	 0.48	32914.24	 1.04	41442.82
D8	Foci_processed_20-Oct-2019	801	 3.11	 2.51	667	 3.17	 2.48	2876.85	2120.62	 0.52	30012.70	 1.04	39265.28
D9	Foci_processed_20-Oct-2019	801	 3.10	 2.66	677	 3.32	 2.71	3236.03	2552.41	 0.48	33791.63	 1.03	39043.24
E1	Foci_processed_20-Oct-2019	392	 2.79	 2.19	337	 2.99	 2.13	2748.51	1844.03	 0.54	27277.59	 1.04	38441.08
