Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_28-Oct-2019	212	 1.84	 2.00	176	 1.86	 2.04	1588.73	1166.05	 0.60	26267.87	 1.07	11778.23
A10	Foci_processed_28-Oct-2019	629	 2.08	 2.44	541	 2.00	 2.32	2527.61	1757.20	 0.54	28614.39	 1.07	18900.38
A11	Foci_processed_28-Oct-2019	482	 1.67	 1.98	420	 1.52	 1.82	2256.49	1624.45	 0.54	29317.51	 1.06	12318.75
A12	Foci_processed_28-Oct-2019	568	 2.30	 2.50	489	 2.38	 2.57	2351.89	1670.38	 0.53	29011.79	 1.04	24061.40
A2	Foci_processed_28-Oct-2019	612	 2.29	 2.81	527	 2.34	 2.81	1798.00	1250.03	 0.54	28799.56	 1.05	18288.83
A3	Foci_processed_28-Oct-2019	305	 2.42	 2.65	259	 2.53	 2.69	2469.19	1617.78	 0.59	27018.31	 1.06	28626.84
A4	Foci_processed_28-Oct-2019	300	 2.19	 2.35	265	 2.14	 2.34	2127.19	1423.12	 0.55	26647.62	 1.06	17846.31
A5	Foci_processed_28-Oct-2019	439	 2.22	 2.61	370	 2.34	 2.70	2330.44	1536.35	 0.53	28057.53	 1.05	23167.85
A6	Foci_processed_28-Oct-2019	532	 1.55	 1.89	465	 1.46	 1.82	2016.51	1450.14	 0.53	31036.20	 1.04	11060.35
A7	Foci_processed_28-Oct-2019	801	 1.82	 2.29	675	 1.79	 2.31	2288.33	1635.00	 0.54	27938.41	 1.06	15395.22
A8	Foci_processed_28-Oct-2019	779	 1.58	 2.08	685	 1.54	 2.08	2060.06	1500.65	 0.56	27201.52	 1.07	11891.11
A9	Foci_processed_28-Oct-2019	801	 1.94	 2.54	683	 1.91	 2.53	2320.25	1583.14	 0.52	29728.70	 1.04	16659.16
B1	Foci_processed_28-Oct-2019	801	 1.95	 2.46	684	 1.91	 2.41	2320.31	1647.13	 0.49	32147.99	 1.04	16333.99
B10	Foci_processed_28-Oct-2019	801	 1.98	 2.22	680	 1.96	 2.21	2888.73	2155.06	 0.51	27929.65	 1.06	22857.89
B11	Foci_processed_28-Oct-2019	801	 1.41	 2.07	687	 1.43	 2.08	2808.75	2102.78	 0.50	32877.18	 1.04	13592.94
B12	Foci_processed_28-Oct-2019	801	 1.46	 2.38	673	 1.44	 2.38	2559.58	2031.56	 0.51	31846.52	 1.04	13340.03
B2	Foci_processed_28-Oct-2019	801	 2.35	 2.75	688	 2.44	 2.82	2205.63	1597.77	 0.47	33582.39	 1.04	24022.21
B3	Foci_processed_28-Oct-2019	801	 2.01	 2.19	706	 2.08	 2.23	2554.01	1861.73	 0.50	29999.49	 1.06	19601.89
B4	Foci_processed_28-Oct-2019	801	 2.30	 2.50	707	 2.31	 2.53	2389.86	1711.89	 0.50	30263.88	 1.04	23094.17
B5	Foci_processed_28-Oct-2019	801	 2.01	 2.30	703	 2.00	 2.32	2510.66	1793.21	 0.51	32968.66	 1.04	19083.26
B6	Foci_processed_28-Oct-2019	801	 2.04	 1.98	675	 1.91	 1.93	2857.53	2125.53	 0.45	31750.65	 1.05	22871.19
B7	Foci_processed_28-Oct-2019	801	 1.55	 1.73	702	 1.46	 1.66	2660.29	2018.99	 0.46	31362.45	 1.05	16641.44
B8	Foci_processed_29-Oct-2019	801	 2.23	 2.31	720	 2.22	 2.28	2885.61	2055.68	 0.45	33882.28	 1.04	26782.44
B9	Foci_processed_29-Oct-2019	801	 1.62	 1.95	695	 1.66	 1.97	2899.09	2175.27	 0.49	26676.27	 1.06	18920.16
C1	Foci_processed_29-Oct-2019	801	 1.59	 2.23	710	 1.54	 2.14	2162.05	1689.00	 0.49	29442.95	 1.04	12834.69
C10	Foci_processed_29-Oct-2019	787	 1.26	 2.26	704	 1.24	 1.90	2955.96	2253.07	 0.52	32957.36	 1.04	12211.15
C11	Foci_processed_29-Oct-2019	801	 1.71	 2.27	693	 1.70	 2.27	3113.98	2298.81	 0.52	31382.59	 1.04	17582.41
C12	Foci_processed_29-Oct-2019	801	 1.31	 2.00	700	 1.25	 1.86	3032.11	2306.60	 0.49	33983.33	 1.03	13322.89
C2	Foci_processed_29-Oct-2019	801	 1.31	 1.82	648	 1.21	 1.75	2152.69	1711.00	 0.51	22399.06	 1.08	11244.56
C3	Foci_processed_29-Oct-2019	801	 1.46	 2.36	702	 1.47	 2.43	2255.32	1761.33	 0.45	34190.02	 1.04	13255.00
C4	Foci_processed_29-Oct-2019	733	 1.28	 2.02	640	 1.23	 1.94	2242.18	1710.96	 0.51	31794.61	 1.04	9368.91
C5	Foci_processed_29-Oct-2019	412	 1.75	 1.73	353	 1.79	 1.68	2513.62	1719.68	 0.55	29876.50	 1.03	13391.99
C6	Foci_processed_29-Oct-2019	801	 1.31	 1.80	704	 1.26	 1.76	2778.22	2113.28	 0.49	33505.65	 1.04	10821.92
C7	Foci_processed_29-Oct-2019	801	 1.89	 2.15	703	 1.90	 2.11	2770.33	1915.73	 0.52	31445.16	 1.03	17219.48
C8	Foci_processed_29-Oct-2019	801	 1.28	 2.09	704	 1.23	 2.04	2785.75	2163.20	 0.49	34541.94	 1.03	11482.20
C9	Foci_processed_29-Oct-2019	801	 1.78	 2.60	728	 1.76	 2.51	3272.36	2391.77	 0.49	33960.92	 1.03	19302.56
D1	Foci_processed_29-Oct-2019	668	 1.31	 1.82	579	 1.26	 1.77	2972.89	2298.95	 0.52	29455.99	 1.04	11836.47
D10	Foci_processed_29-Oct-2019	782	 1.55	 2.07	687	 1.50	 2.01	3170.20	2401.78	 0.54	28664.55	 1.05	15026.92
D11	Foci_processed_29-Oct-2019	778	 1.08	 1.66	677	 1.09	 1.66	3300.62	2607.07	 0.52	33474.82	 1.04	10856.53
D12	Foci_processed_29-Oct-2019	801	 1.01	 1.75	688	 1.02	 1.75	3044.15	2476.14	 0.54	29389.72	 1.04	9950.97
D2	Foci_processed_29-Oct-2019	801	 1.55	 2.17	693	 1.46	 2.07	2360.65	1823.79	 0.45	35674.96	 1.03	11942.10
D3	Foci_processed_29-Oct-2019	801	 1.44	 2.37	669	 1.38	 2.29	2158.55	1715.33	 0.51	32175.39	 1.04	11909.24
D4	Foci_processed_29-Oct-2019	602	 1.62	 2.14	506	 1.61	 2.13	2302.07	1730.31	 0.52	29783.29	 1.04	13112.06
D5	Foci_processed_29-Oct-2019	801	 1.39	 2.03	695	 1.37	 2.03	2577.56	1989.06	 0.51	33306.81	 1.04	12034.33
D6	Foci_processed_29-Oct-2019	801	 1.70	 2.04	696	 1.73	 2.06	2867.28	2159.55	 0.53	29598.24	 1.06	19481.83
D7	Foci_processed_29-Oct-2019	801	 1.15	 1.72	715	 1.13	 1.71	2725.96	2152.00	 0.48	36606.35	 1.04	10003.08
D8	Foci_processed_29-Oct-2019	801	 1.50	 2.24	695	 1.57	 2.27	2728.45	2185.63	 0.51	29587.58	 1.05	15871.97
