Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_12-Dec-2019	113	 2.19	 2.55	99	 2.11	 2.12	3335.22	2234.43	 0.60	24362.90	 1.08	26921.82
A2	Foci_processed_12-Dec-2019	313	 2.00	 2.35	269	 2.16	 2.42	2928.58	2151.88	 0.60	26009.26	 1.08	26017.07
A3	Foci_processed_12-Dec-2019	494	 1.95	 2.14	407	 2.00	 2.14	2525.20	1787.71	 0.59	25386.54	 1.09	21647.88
A4	Foci_processed_12-Dec-2019	562	 1.78	 2.02	458	 1.96	 2.07	3152.57	2165.20	 0.62	23366.62	 1.10	22951.79
A5	Foci_processed_12-Dec-2019	687	 2.11	 2.14	582	 2.25	 2.16	3404.60	2168.10	 0.58	25290.57	 1.07	31376.65
A6	Foci_processed_12-Dec-2019	340	 1.74	 2.02	292	 1.87	 2.10	3006.90	2110.73	 0.66	23211.52	 1.08	21638.60
A10	Foci_processed_13-Mar-2020	103	 1.24	 1.85	83	 1.31	 1.85	758.04	577.19	 0.61	7105.33	 1.09	6324.07
A11	Foci_processed_13-Mar-2020	491	 1.68	 2.36	422	 1.67	 2.20	1077.63	860.79	 0.57	8363.96	 1.05	8102.61
A12	Foci_processed_13-Mar-2020	801	 2.08	 2.90	690	 1.99	 2.46	1055.89	779.68	 0.57	8521.96	 1.05	9982.03
A7	Foci_processed_13-Mar-2020	145	 0.65	 1.53	118	 0.74	 1.66	731.50	570.04	 0.62	8296.10	 1.05	3599.57
A8	Foci_processed_13-Mar-2020	521	 1.23	 2.53	416	 1.16	 2.22	551.72	498.25	 1.01	5016.88	 1.17	7313.37
A9	Foci_processed_13-Mar-2020	333	 1.51	 2.13	274	 1.65	 1.97	1085.51	811.75	 0.72	6742.19	 1.10	7852.26
B1	Foci_processed_13-Mar-2020	222	 1.80	 2.32	187	 1.83	 2.32	1200.09	956.80	 0.60	7955.12	 1.07	8653.07
B10	Foci_processed_13-Mar-2020	801	 1.27	 1.88	697	 1.28	 1.79	985.00	772.51	 0.45	11373.61	 1.04	6434.34
B11	Foci_processed_13-Mar-2020	801	 1.26	 1.99	701	 1.36	 2.03	1046.59	814.78	 0.50	10857.86	 1.04	6665.45
B12	Foci_processed_13-Mar-2020	801	 1.61	 2.39	693	 1.75	 2.44	1091.44	856.26	 0.57	8855.52	 1.05	8692.35
B2	Foci_processed_13-Mar-2020	448	 2.91	 3.72	385	 3.10	 3.55	1110.89	838.15	 0.65	8227.62	 1.05	15972.28
B3	Foci_processed_13-Mar-2020	801	 2.02	 2.93	675	 1.89	 2.82	1017.79	833.39	 0.55	8657.09	 1.06	9020.08
B4	Foci_processed_13-Mar-2020	801	 1.87	 2.49	696	 1.99	 2.46	952.29	734.02	 0.54	9997.11	 1.05	9440.22
B5	Foci_processed_13-Mar-2020	801	 2.80	 3.69	700	 2.56	 3.02	1002.71	804.50	 0.60	9090.86	 1.06	12908.35
B6	Foci_processed_13-Mar-2020	801	 1.60	 1.98	716	 1.67	 1.96	971.20	722.72	 0.51	10173.03	 1.04	8568.68
B7	Foci_processed_13-Mar-2020	801	 1.62	 2.26	711	 1.70	 2.25	1016.83	814.55	 0.52	10760.80	 1.04	8246.59
B8	Foci_processed_13-Mar-2020	801	 1.59	 2.05	721	 1.70	 2.05	1178.48	964.22	 0.43	11417.80	 1.05	8856.49
B9	Foci_processed_13-Mar-2020	801	 1.32	 1.83	708	 1.30	 1.76	964.22	758.63	 0.46	11403.62	 1.04	6866.54
C1	Foci_processed_13-Mar-2020	510	 2.01	 2.35	414	 2.17	 2.46	733.39	625.45	 1.20	4394.94	 1.21	12635.92
C10	Foci_processed_14-Mar-2020	801	 1.53	 1.90	706	 1.52	 1.88	1012.98	744.11	 0.48	11289.92	 1.04	7853.97
C11	Foci_processed_14-Mar-2020	801	 1.37	 2.02	709	 1.29	 1.61	1081.42	890.98	 0.48	9459.58	 1.05	6850.75
C12	Foci_processed_14-Mar-2020	801	 1.52	 1.95	670	 1.66	 2.00	1123.68	868.87	 0.62	7139.17	 1.07	8871.84
C2	Foci_processed_14-Mar-2020	214	 1.64	 2.52	179	 1.73	 2.39	1214.76	975.69	 0.60	8554.13	 1.06	8796.02
C3	Foci_processed_14-Mar-2020	801	 2.00	 2.77	694	 1.91	 2.50	905.87	707.22	 0.56	9173.06	 1.05	9061.91
C4	Foci_processed_14-Mar-2020	721	 1.62	 1.90	653	 1.66	 1.86	1066.75	817.80	 0.51	10469.41	 1.04	8575.61
C5	Foci_processed_14-Mar-2020	801	 1.87	 2.32	710	 1.83	 1.89	963.48	751.35	 0.54	9710.51	 1.04	9486.28
C6	Foci_processed_14-Mar-2020	801	 1.51	 1.74	709	 1.57	 1.72	1024.64	763.42	 0.49	10915.81	 1.04	8312.92
C7	Foci_processed_14-Mar-2020	801	 1.33	 1.89	702	 1.35	 1.75	927.14	702.10	 0.50	10500.90	 1.04	7077.31
C8	Foci_processed_14-Mar-2020	801	 1.28	 1.63	713	 1.31	 1.63	958.49	703.65	 0.47	11409.40	 1.04	7140.32
C9	Foci_processed_14-Mar-2020	801	 1.64	 2.07	670	 1.64	 1.91	1095.00	873.88	 0.49	9099.03	 1.04	8569.86
D1	Foci_processed_13-Dec-2019	801	 2.12	 1.84	695	 2.23	 1.80	4798.48	3588.53	 0.60	24349.40	 1.07	36401.00
D10	Foci_processed_13-Dec-2019	801	 1.12	 1.75	709	 1.15	 1.74	2366.10	1772.51	 0.54	30486.33	 1.06	16717.37
D11	Foci_processed_13-Dec-2019	801	 0.88	 1.61	715	 0.93	 1.63	2293.60	1805.48	 0.48	33263.92	 1.04	12766.38
D12	Foci_processed_13-Dec-2019	199	 1.19	 2.00	171	 1.27	 2.08	3278.37	2624.75	 0.56	27209.96	 1.06	16814.22
D2	Foci_processed_13-Dec-2019	801	 2.58	 2.28	665	 2.80	 2.15	4000.01	2900.42	 0.57	26431.80	 1.07	42147.12
D3	Foci_processed_13-Dec-2019	801	 2.45	 2.30	709	 2.50	 2.24	3475.22	2522.71	 0.51	30679.30	 1.04	34763.88
D4	Foci_processed_13-Dec-2019	441	 2.34	 2.77	350	 2.67	 2.82	3455.68	2445.15	 0.52	29653.17	 1.05	33949.22
