Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_18-Oct-2019	465	 3.13	 2.44	405	 3.13	 2.37	2740.96	1848.74	 0.62	28084.84	 1.06	29120.15
A10	Foci_processed_18-Oct-2019	801	 2.77	 2.56	701	 2.80	 2.58	3301.96	2124.73	 0.49	33631.41	 1.04	31956.59
A11	Foci_processed_18-Oct-2019	801	 2.84	 2.38	728	 2.86	 2.38	3062.21	1938.98	 0.49	30659.39	 1.04	30239.22
A12	Foci_processed_18-Oct-2019	290	 2.37	 2.23	243	 2.43	 2.23	3011.85	1999.38	 0.56	28837.45	 1.08	26417.10
A2	Foci_processed_18-Oct-2019	405	 3.14	 2.88	336	 3.11	 2.91	2734.87	1818.20	 0.62	28187.90	 1.06	29363.21
A3	Foci_processed_18-Oct-2019	234	 3.05	 2.69	197	 3.11	 2.75	2653.04	1690.96	 0.61	28293.11	 1.05	28053.64
A4	Foci_processed_18-Oct-2019	801	 3.74	 3.41	688	 3.83	 3.47	2934.82	2062.05	 0.49	33545.29	 1.04	39672.91
A5	Foci_processed_18-Oct-2019	801	 3.88	 3.67	678	 4.08	 3.75	2769.22	1947.84	 0.48	30955.04	 1.04	41321.65
A6	Foci_processed_18-Oct-2019	801	 3.57	 3.30	709	 3.75	 3.35	3060.61	2073.86	 0.52	32748.53	 1.04	40540.02
A7	Foci_processed_18-Oct-2019	801	 3.41	 3.12	726	 3.46	 3.15	3168.16	2134.05	 0.47	34010.80	 1.04	39418.83
A8	Foci_processed_18-Oct-2019	801	 3.17	 2.98	695	 3.31	 3.04	3148.77	2083.01	 0.50	33824.81	 1.03	35295.87
A9	Foci_processed_18-Oct-2019	801	 2.74	 2.66	668	 2.71	 2.72	3328.39	2250.22	 0.43	35359.80	 1.04	30897.54
B1	Foci_processed_18-Oct-2019	441	 1.97	 2.30	370	 2.12	 2.37	3276.93	2332.46	 0.58	26844.43	 1.07	24057.44
B10	Foci_processed_18-Oct-2019	801	 2.48	 2.70	698	 2.57	 2.67	3626.74	2556.65	 0.49	33444.88	 1.03	29186.81
B11	Foci_processed_18-Oct-2019	801	 2.14	 2.29	716	 2.21	 2.29	3578.56	2578.12	 0.51	33785.68	 1.03	25611.92
B12	Foci_processed_18-Oct-2019	801	 2.24	 2.44	697	 2.36	 2.51	3684.92	2661.55	 0.50	31920.12	 1.04	27192.43
B2	Foci_processed_18-Oct-2019	801	 1.77	 1.84	687	 1.83	 1.85	3637.82	2470.24	 0.44	36123.46	 1.04	22210.18
B3	Foci_processed_18-Oct-2019	801	 1.88	 1.83	684	 1.87	 1.79	3331.62	2417.80	 0.42	36174.49	 1.05	20151.26
B4	Foci_processed_18-Oct-2019	801	 2.02	 1.92	704	 2.04	 1.91	3396.82	2338.99	 0.44	32808.82	 1.04	22677.81
B5	Foci_processed_18-Oct-2019	481	 1.57	 1.64	420	 1.54	 1.61	3404.31	2475.27	 0.42	35210.18	 1.04	17465.96
B6	Foci_processed_18-Oct-2019	801	 1.48	 1.77	709	 1.48	 1.79	3265.59	2360.42	 0.44	34142.14	 1.04	16662.90
