Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_18-Oct-2019	264	 2.59	 2.80	223	 2.71	 2.88	3688.01	2605.14	 0.56	4028.59	 1.20	31662.17
A10	Foci_processed_18-Oct-2019	574	 2.34	 2.10	468	 2.41	 2.18	4090.04	2877.22	 0.43	1608.34	 1.22	30111.50
A11	Foci_processed_18-Oct-2019	531	 2.40	 1.97	430	 2.47	 1.95	3949.00	2769.33	 0.42	1592.64	 1.22	30438.16
A12	Foci_processed_18-Oct-2019	451	 2.64	 2.16	377	 2.61	 2.14	4357.53	3380.04	 0.58	4409.62	 1.15	32916.15
A2	Foci_processed_18-Oct-2019	215	 2.40	 1.98	181	 2.45	 1.88	3909.79	2826.73	 0.49	2236.62	 1.20	29532.71
A3	Foci_processed_18-Oct-2019	383	 2.80	 2.88	318	 2.91	 2.91	3165.25	2405.01	 0.52	2457.20	 1.20	28502.01
A4	Foci_processed_18-Oct-2019	328	 2.87	 2.86	279	 2.97	 2.93	3728.50	2796.35	 0.49	2583.49	 1.15	33868.92
A5	Foci_processed_18-Oct-2019	801	 2.25	 1.75	673	 2.28	 1.78	3665.81	2621.11	 0.45	1695.53	 1.32	25184.90
A6	Foci_processed_18-Oct-2019	564	 2.38	 2.15	451	 2.43	 2.17	3778.69	2834.38	 0.49	1817.67	 1.27	26935.65
A7	Foci_processed_18-Oct-2019	461	 3.06	 2.59	392	 3.10	 2.61	3615.49	2572.09	 0.48	1787.05	 1.26	36396.71
A8	Foci_processed_18-Oct-2019	266	 2.67	 2.55	213	 2.75	 2.62	3902.04	2852.13	 0.45	1899.99	 1.18	33288.79
A9	Foci_processed_18-Oct-2019	380	 2.95	 2.60	316	 3.12	 2.70	3420.63	2466.06	 0.44	1623.97	 1.21	34912.71
B1	Foci_processed_18-Oct-2019	432	 1.86	 2.14	354	 1.89	 2.01	4275.16	3593.64	 0.56	5585.40	 1.20	22650.25
B10	Foci_processed_18-Oct-2019	769	 2.13	 2.29	641	 2.23	 2.31	4751.30	3771.44	 0.45	2145.54	 1.13	29040.72
B11	Foci_processed_18-Oct-2019	636	 1.70	 1.95	516	 1.81	 2.01	5545.49	4498.35	 0.42	1518.97	 1.24	26637.05
B12	Foci_processed_18-Oct-2019	719	 1.05	 1.46	587	 0.96	 1.36	4985.46	4355.00	 0.45	1718.00	 1.28	12835.21
B2	Foci_processed_18-Oct-2019	264	 2.36	 2.19	220	 2.43	 2.16	4135.80	3109.13	 0.48	3489.02	 1.16	29421.49
B3	Foci_processed_18-Oct-2019	755	 2.62	 2.46	626	 2.63	 2.46	4109.39	3216.71	 0.45	2853.01	 1.10	32053.53
B4	Foci_processed_18-Oct-2019	801	 2.49	 2.65	698	 2.57	 2.70	4534.65	3383.84	 0.42	2989.38	 1.09	35160.61
B5	Foci_processed_18-Oct-2019	801	 1.56	 2.18	700	 1.62	 2.24	4559.35	3654.33	 0.40	2275.52	 1.11	21394.37
B6	Foci_processed_18-Oct-2019	801	 2.12	 2.57	695	 2.22	 2.62	4569.70	3576.32	 0.41	2308.51	 1.12	31399.58
B7	Foci_processed_18-Oct-2019	801	 1.43	 1.76	681	 1.41	 1.75	4654.79	3749.46	 0.37	1267.51	 1.29	19623.06
B8	Foci_processed_18-Oct-2019	801	 2.02	 2.21	692	 1.98	 2.21	4451.07	3569.77	 0.39	1291.46	 1.26	26723.29
B9	Foci_processed_18-Oct-2019	801	 1.76	 2.43	685	 1.70	 2.42	4569.58	3803.45	 0.40	1833.78	 1.16	21685.63
C1	Foci_processed_18-Oct-2019	801	 2.39	 2.24	645	 2.60	 2.29	4490.25	3023.98	 0.50	4258.56	 1.10	36548.39
C10	Foci_processed_18-Oct-2019	775	 2.43	 2.42	626	 2.58	 2.48	4114.20	3253.40	 0.42	1492.45	 1.23	30673.07
C11	Foci_processed_18-Oct-2019	716	 2.24	 2.36	600	 2.23	 2.44	4207.35	3328.04	 0.42	2043.49	 1.16	27610.11
