Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_20-Feb-2020	492	 1.12	 1.46	420	 1.15	 1.47	2216.81	1574.36	 0.54	26314.89	 1.05	9516.64
A10	Foci_processed_20-Feb-2020	602	 1.17	 1.64	527	 1.17	 1.60	1989.29	1600.86	 0.54	30647.77	 1.05	8322.79
A11	Foci_processed_20-Feb-2020	512	 1.34	 1.80	433	 1.46	 1.87	2407.13	1742.68	 0.59	26349.01	 1.08	12658.69
A12	Foci_processed_20-Feb-2020	738	 0.95	 1.43	632	 0.92	 1.32	2762.17	2175.61	 0.58	27332.91	 1.08	8168.01
A2	Foci_processed_20-Feb-2020	725	 0.90	 1.42	628	 0.96	 1.47	2086.08	1562.35	 0.54	27314.98	 1.07	7768.85
A3	Foci_processed_20-Feb-2020	702	 0.79	 1.30	612	 0.83	 1.33	1970.15	1491.92	 0.55	25191.25	 1.09	6558.92
A4	Foci_processed_20-Feb-2020	801	 1.01	 1.53	689	 1.08	 1.58	2646.40	1938.30	 0.56	27435.37	 1.08	9408.45
A5	Foci_processed_20-Feb-2020	801	 0.83	 1.37	715	 0.82	 1.24	2114.84	1626.21	 0.54	29432.75	 1.06	5624.80
A6	Foci_processed_20-Feb-2020	462	 0.79	 1.42	407	 0.79	 1.40	1940.57	1506.11	 0.57	28087.39	 1.06	6187.63
A7	Foci_processed_20-Feb-2020	478	 0.68	 1.45	409	 0.73	 1.53	1728.73	1381.20	 0.56	24873.05	 1.08	5106.22
A8	Foci_processed_20-Feb-2020	801	 0.64	 1.18	680	 0.70	 1.23	2293.39	1829.44	 0.59	25765.51	 1.12	5428.90
A9	Foci_processed_20-Feb-2020	364	 1.19	 1.63	322	 1.21	 1.65	1978.80	1507.40	 0.59	26193.53	 1.08	8191.39
B1	Foci_processed_20-Feb-2020	801	 1.17	 1.60	712	 1.20	 1.61	2495.99	1768.79	 0.53	29390.57	 1.04	10674.53
B10	Foci_processed_20-Feb-2020	801	 0.56	 1.08	731	 0.60	 1.12	2321.38	1962.27	 0.50	33252.86	 1.04	4240.34
B11	Foci_processed_20-Feb-2020	525	 1.04	 1.41	457	 1.13	 1.46	3245.07	2533.53	 0.56	29233.20	 1.06	12054.29
B12	Foci_processed_20-Feb-2020	248	 1.12	 1.89	220	 1.15	 1.92	3083.89	2541.98	 0.62	24593.37	 1.07	11039.33
B2	Foci_processed_20-Feb-2020	791	 0.70	 1.23	692	 0.72	 1.17	2219.11	1693.33	 0.51	28890.24	 1.05	5987.01
B3	Foci_processed_20-Feb-2020	801	 0.97	 1.43	692	 0.98	 1.42	3426.53	2534.83	 0.63	25382.49	 1.12	9783.94
B4	Foci_processed_20-Feb-2020	801	 0.85	 1.36	717	 0.85	 1.35	2137.78	1627.01	 0.53	30274.07	 1.05	6120.52
B5	Foci_processed_20-Feb-2020	801	 0.82	 1.12	707	 0.86	 1.13	2282.09	1807.62	 0.46	35400.86	 1.05	6030.02
B6	Foci_processed_20-Feb-2020	801	 0.79	 1.30	682	 0.84	 1.34	2186.44	1728.14	 0.54	27796.26	 1.07	5914.87
B7	Foci_processed_20-Feb-2020	801	 1.04	 1.66	707	 1.07	 1.66	2234.23	1782.33	 0.50	32597.82	 1.04	7787.95
B8	Foci_processed_20-Feb-2020	801	 0.76	 1.24	712	 0.80	 1.28	2096.18	1660.58	 0.48	33396.61	 1.04	5372.65
B9	Foci_processed_20-Feb-2020	801	 1.08	 1.59	712	 1.08	 1.48	2313.80	1875.71	 0.50	33703.44	 1.04	7906.82
C1	Foci_processed_20-Feb-2020	801	 0.80	 1.40	717	 0.81	 1.40	2342.53	1833.74	 0.52	28131.64	 1.04	6861.40
C10	Foci_processed_20-Feb-2020	801	 0.72	 1.16	683	 0.73	 1.13	2435.75	2013.73	 0.50	34826.84	 1.04	5346.75
C11	Foci_processed_20-Feb-2020	801	 0.87	 1.20	673	 0.89	 1.21	3914.26	2962.05	 0.60	26734.47	 1.10	9488.67
C12	Foci_processed_20-Feb-2020	530	 0.77	 1.21	469	 0.84	 1.25	3500.28	2886.88	 0.60	25631.49	 1.08	8382.41
C2	Foci_processed_20-Feb-2020	760	 1.06	 1.58	679	 1.09	 1.55	2355.07	1750.21	 0.50	31936.95	 1.04	9094.49
C3	Foci_processed_20-Feb-2020	801	 0.56	 0.92	677	 0.58	 0.96	2351.62	1855.73	 0.55	30377.97	 1.08	3997.45
C4	Foci_processed_20-Feb-2020	801	 1.17	 1.65	715	 1.20	 1.68	2243.11	1741.38	 0.50	33355.63	 1.04	8643.08
