Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_12-Nov-2019	239	 2.33	 2.85	200	 2.45	 2.91	2072.36	1421.74	 0.56	26172.98	 1.06	19736.76
A10	Foci_processed_12-Nov-2019	227	 1.62	 2.14	203	 1.68	 2.20	2112.76	1488.97	 0.54	28343.90	 1.04	13809.50
A11	Foci_processed_12-Nov-2019	243	 1.19	 1.88	197	 1.23	 1.87	2081.15	1536.26	 0.57	24264.19	 1.06	9462.31
A12	Foci_processed_12-Nov-2019	144	 1.69	 2.29	128	 1.73	 2.35	2423.35	1740.59	 0.56	28457.37	 1.05	15094.41
A2	Foci_processed_12-Nov-2019	337	 2.65	 3.01	284	 2.81	 3.12	2075.77	1467.86	 0.57	28100.03	 1.04	21942.82
A3	Foci_processed_12-Nov-2019	190	 2.27	 2.62	162	 2.42	 2.68	2022.04	1427.50	 0.59	23541.72	 1.06	19637.33
A4	Foci_processed_12-Nov-2019	187	 1.63	 2.27	162	 1.51	 2.24	2022.70	1440.12	 0.54	26614.34	 1.06	10868.37
A5	Foci_processed_12-Nov-2019	369	 1.76	 2.32	320	 1.82	 2.37	2298.46	1614.51	 0.54	24930.75	 1.07	15144.46
A6	Foci_processed_12-Nov-2019	514	 1.64	 2.02	433	 1.76	 2.06	2279.76	1561.07	 0.54	25502.84	 1.07	13311.99
A7	Foci_processed_12-Nov-2019	202	 2.05	 2.33	174	 2.29	 2.39	2408.50	1643.45	 0.56	22562.12	 1.07	20184.02
A8	Foci_processed_12-Nov-2019	269	 1.35	 1.92	218	 1.26	 1.76	1784.09	1315.23	 0.54	26782.52	 1.04	8935.14
A9	Foci_processed_12-Nov-2019	165	 1.52	 2.34	141	 1.63	 2.36	2225.77	1511.77	 0.56	21230.76	 1.07	14129.96
B1	Foci_processed_12-Nov-2019	272	 1.84	 2.72	234	 1.72	 2.38	2068.17	1513.18	 0.56	26744.14	 1.07	13966.09
B10	Foci_processed_12-Nov-2019	801	 1.32	 1.53	698	 1.26	 1.47	2664.69	1930.65	 0.46	33214.63	 1.04	13110.17
B11	Foci_processed_12-Nov-2019	801	 1.36	 1.62	682	 1.36	 1.65	2595.35	1961.59	 0.50	32511.82	 1.05	13094.80
B12	Foci_processed_12-Nov-2019	801	 1.54	 1.81	663	 1.62	 1.85	3197.39	2328.41	 0.60	27898.55	 1.08	18982.61
B2	Foci_processed_12-Nov-2019	223	 1.83	 2.59	191	 1.87	 2.61	2075.64	1498.58	 0.50	27320.27	 1.06	15046.66
B3	Foci_processed_12-Nov-2019	801	 1.61	 2.15	693	 1.67	 2.19	2312.70	1775.55	 0.53	29956.13	 1.04	15032.31
B4	Foci_processed_12-Nov-2019	801	 1.72	 2.05	677	 1.66	 1.92	2378.55	1688.45	 0.52	29133.49	 1.05	16182.73
B5	Foci_processed_12-Nov-2019	801	 1.57	 1.81	692	 1.56	 1.85	2242.43	1628.49	 0.55	29347.14	 1.05	12759.74
B6	Foci_processed_12-Nov-2019	801	 1.82	 1.89	688	 1.78	 1.81	2885.56	2021.20	 0.54	28472.08	 1.07	19920.78
B7	Foci_processed_12-Nov-2019	801	 1.88	 1.90	698	 1.85	 1.83	2553.72	1872.44	 0.52	31451.35	 1.05	18423.09
B8	Foci_processed_12-Nov-2019	801	 1.81	 2.14	696	 1.83	 2.18	2275.69	1695.20	 0.53	29542.56	 1.05	15971.37
B9	Foci_processed_12-Nov-2019	602	 2.11	 2.53	515	 2.16	 2.59	2321.08	1695.74	 0.54	31786.34	 1.04	18448.48
C1	Foci_processed_12-Nov-2019	801	 1.75	 1.96	668	 1.81	 1.98	2520.23	1842.84	 0.54	28634.03	 1.06	18470.98
C10	Foci_processed_12-Nov-2019	801	 1.68	 2.25	671	 1.77	 2.31	2684.05	2105.28	 0.53	32100.25	 1.04	16378.50
C11	Foci_processed_12-Nov-2019	801	 1.04	 1.42	694	 0.99	 1.38	2721.19	2118.40	 0.47	33572.05	 1.05	9884.66
C12	Foci_processed_12-Nov-2019	801	 1.67	 1.97	665	 1.68	 1.85	3003.61	2356.61	 0.61	26637.69	 1.06	17636.97
C2	Foci_processed_12-Nov-2019	651	 1.78	 1.98	560	 1.77	 1.99	2498.56	1806.68	 0.55	29114.89	 1.06	17248.57
C3	Foci_processed_12-Nov-2019	801	 1.52	 1.68	691	 1.48	 1.64	3211.34	2285.53	 0.53	26464.23	 1.10	20517.66
C4	Foci_processed_12-Nov-2019	801	 1.57	 1.90	690	 1.56	 1.94	2654.04	1936.83	 0.50	32284.42	 1.05	16960.59
C5	Foci_processed_12-Nov-2019	245	 2.43	 3.33	201	 2.61	 3.53	2236.35	1708.01	 0.56	24707.75	 1.07	23718.61
C6	Foci_processed_12-Nov-2019	801	 1.68	 2.17	671	 1.63	 2.22	2521.91	1880.00	 0.54	29929.36	 1.06	15073.53
C7	Foci_processed_12-Nov-2019	801	 1.75	 2.19	664	 1.76	 2.27	2666.49	1941.82	 0.57	27310.27	 1.07	19212.13
C8	Foci_processed_12-Nov-2019	801	 1.83	 2.22	685	 1.81	 2.19	2672.10	2053.92	 0.56	29759.97	 1.05	17385.95
C9	Foci_processed_12-Nov-2019	692	 1.52	 2.36	600	 1.48	 2.36	2271.21	1800.49	 0.51	30819.93	 1.04	12526.41
D1	Foci_processed_12-Nov-2019	500	 1.64	 2.17	438	 1.72	 2.14	2702.61	2085.16	 0.52	30876.36	 1.04	16304.15
D10	Foci_processed_12-Nov-2019	801	 1.15	 1.31	673	 1.10	 1.26	3824.79	3021.09	 0.43	27965.34	 1.08	16054.29
D11	Foci_processed_12-Nov-2019	801	 1.20	 1.83	703	 1.20	 1.86	3261.86	2730.48	 0.52	32994.84	 1.04	11767.02
D12	Foci_processed_12-Nov-2019	801	 1.28	 2.14	676	 1.31	 2.19	3277.03	2786.00	 0.55	28445.70	 1.05	13350.53
D2	Foci_processed_12-Nov-2019	801	 1.52	 1.93	708	 1.53	 1.91	2666.96	1964.81	 0.48	32629.00	 1.05	15560.10
