Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_26-Oct-2019	402	 2.93	 4.25	331	 3.03	 4.08	2550.56	2089.75	 0.74	20469.70	 1.08	28379.48
A10	Foci_processed_26-Oct-2019	719	 3.05	 3.31	606	 3.11	 2.98	2753.57	2196.03	 0.63	23642.96	 1.05	27336.68
A11	Foci_processed_26-Oct-2019	801	 5.19	 4.43	667	 5.57	 4.38	2898.34	2417.22	 0.79	18922.42	 1.06	53067.13
A12	Foci_processed_26-Oct-2019	732	 4.81	 3.70	634	 4.93	 3.41	3580.04	2891.57	 0.71	20992.22	 1.05	49400.21
A2	Foci_processed_26-Oct-2019	253	 3.27	 4.08	213	 3.37	 3.94	2022.59	1651.83	 0.71	24524.73	 1.06	25065.26
A3	Foci_processed_26-Oct-2019	355	 4.24	 4.34	294	 4.45	 4.33	2072.63	1544.82	 0.64	24881.27	 1.05	36466.99
A4	Foci_processed_26-Oct-2019	318	 2.97	 3.95	260	 3.07	 3.95	1882.82	1532.55	 0.72	22285.24	 1.06	22600.58
A5	Foci_processed_26-Oct-2019	231	 2.17	 2.97	196	 2.16	 2.78	1769.30	1463.64	 0.75	21110.40	 1.07	14709.78
A6	Foci_processed_26-Oct-2019	298	 2.14	 2.87	234	 2.06	 2.65	1823.25	1575.77	 0.74	22882.28	 1.07	12776.00
A7	Foci_processed_26-Oct-2019	252	 2.65	 3.49	221	 2.62	 3.22	1945.60	1649.04	 0.70	21766.25	 1.06	18093.99
A8	Foci_processed_26-Oct-2019	553	 1.74	 3.35	463	 1.68	 3.15	2140.53	1880.69	 0.70	21266.95	 1.09	13749.37
A9	Foci_processed_26-Oct-2019	717	 1.88	 2.86	590	 1.77	 2.67	2075.42	1797.51	 0.73	21729.80	 1.08	13351.00
B1	Foci_processed_26-Oct-2019	434	 2.38	 3.30	354	 2.45	 3.35	2693.82	2394.33	 0.78	20581.69	 1.07	19888.17
B10	Foci_processed_26-Oct-2019	629	 1.90	 2.23	528	 1.84	 2.02	3017.00	2467.71	 0.55	22328.65	 1.06	19903.33
B11	Foci_processed_27-Oct-2019	637	 1.72	 2.01	522	 1.70	 1.87	3206.16	2728.33	 0.56	27950.92	 1.04	14735.41
