Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_26-Oct-2019	269	 2.46	 3.06	218	 2.54	 3.17	1892.43	1366.75	 0.56	31625.14	 1.04	18222.94
A10	Foci_processed_26-Oct-2019	301	 2.41	 2.96	256	 2.48	 3.00	2292.08	1666.99	 0.51	32481.77	 1.04	19320.61
A11	Foci_processed_26-Oct-2019	479	 2.03	 2.56	418	 2.02	 2.59	2276.15	1652.17	 0.47	34468.33	 1.04	15926.90
A12	Foci_processed_26-Oct-2019	559	 1.45	 2.31	491	 1.32	 2.07	2204.79	1686.04	 0.50	30786.03	 1.04	10415.58
A2	Foci_processed_26-Oct-2019	342	 2.53	 3.00	282	 2.71	 3.12	1860.71	1320.32	 0.58	29776.14	 1.04	20098.52
A3	Foci_processed_26-Oct-2019	705	 2.74	 3.22	598	 2.97	 3.31	2235.65	1550.56	 0.56	30092.78	 1.07	26586.23
A4	Foci_processed_26-Oct-2019	528	 2.60	 3.34	449	 2.80	 3.39	1968.03	1404.16	 0.56	31187.96	 1.05	21459.43
A5	Foci_processed_26-Oct-2019	750	 2.44	 3.06	633	 2.41	 3.10	1782.68	1371.61	 0.54	32136.76	 1.04	16841.54
A6	Foci_processed_26-Oct-2019	659	 2.54	 3.23	577	 2.56	 3.08	2133.76	1612.97	 0.45	38197.86	 1.03	19385.09
A7	Foci_processed_26-Oct-2019	801	 1.99	 2.41	669	 2.03	 2.38	1889.90	1439.65	 0.57	30377.08	 1.05	13850.58
A8	Foci_processed_26-Oct-2019	292	 1.53	 2.50	246	 1.61	 2.60	2204.20	1681.53	 0.54	32909.91	 1.06	12698.46
A9	Foci_processed_26-Oct-2019	613	 2.11	 2.50	536	 2.07	 2.48	2500.72	1768.71	 0.46	34137.34	 1.04	18657.16
B1	Foci_processed_26-Oct-2019	324	 2.15	 2.56	282	 2.16	 2.50	2153.18	1627.44	 0.58	29486.60	 1.05	16243.39
B10	Foci_processed_26-Oct-2019	577	 1.63	 1.97	517	 1.59	 1.94	2821.45	2108.60	 0.48	31359.26	 1.03	14502.82
B11	Foci_processed_26-Oct-2019	801	 1.50	 1.96	701	 1.54	 1.95	2858.09	2182.76	 0.52	32818.35	 1.03	13972.46
B12	Foci_processed_26-Oct-2019	801	 1.69	 2.52	690	 1.67	 2.50	2717.43	2226.03	 0.54	31327.64	 1.04	14178.25
B2	Foci_processed_26-Oct-2019	509	 1.95	 2.54	446	 2.00	 2.43	2132.36	1608.74	 0.52	32356.11	 1.05	15659.36
B3	Foci_processed_26-Oct-2019	474	 2.00	 2.36	415	 1.95	 2.33	2325.01	1841.15	 0.45	29112.77	 1.04	14636.60
B4	Foci_processed_26-Oct-2019	484	 1.94	 2.37	417	 1.87	 2.12	2408.65	1891.95	 0.44	34490.66	 1.04	15075.88
B5	Foci_processed_26-Oct-2019	386	 1.85	 2.09	329	 1.77	 2.02	2552.01	1937.77	 0.48	35506.05	 1.04	15165.81
B6	Foci_processed_26-Oct-2019	801	 1.26	 1.51	710	 1.31	 1.50	2888.78	2141.23	 0.43	37533.00	 1.04	12026.37
B7	Foci_processed_26-Oct-2019	80	 1.65	 1.90	71	 1.70	 1.92	2624.54	1940.85	 0.57	30501.26	 1.04	14476.06
B8	Foci_processed_26-Oct-2019	801	 1.66	 2.04	702	 1.73	 2.04	2942.72	2176.01	 0.48	33610.63	 1.04	17245.37
C1	Foci_processed_26-Oct-2019	587	 2.11	 2.72	511	 2.22	 2.77	2349.57	1766.79	 0.56	29160.39	 1.05	18128.06
C10	Foci_processed_26-Oct-2019	236	 1.63	 1.99	203	 1.78	 2.06	3223.26	2404.21	 0.59	30936.60	 1.05	17704.35
C11	Foci_processed_26-Oct-2019	801	 1.79	 2.40	694	 1.92	 2.48	3016.12	2349.28	 0.52	32793.11	 1.04	17581.17
C12	Foci_processed_26-Oct-2019	801	 1.31	 1.91	685	 1.27	 1.84	3327.55	2692.37	 0.54	30858.14	 1.04	11845.35
C3	Foci_processed_26-Oct-2019	426	 2.08	 2.41	386	 2.10	 2.43	2313.08	1805.84	 0.46	33428.88	 1.03	16657.84
