Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_21-Dec-2019	237	 1.58	 1.94	200	 1.75	 1.99	3083.59	1988.51	 0.63	26026.61	 1.06	16662.38
A10	Foci_processed_21-Dec-2019	243	 2.05	 2.55	205	 2.28	 2.64	2879.83	1979.89	 0.65	23217.44	 1.10	20179.12
A11	Foci_processed_21-Dec-2019	264	 1.76	 2.22	221	 1.87	 2.28	2792.71	1903.73	 0.60	25836.20	 1.10	16471.24
A12	Foci_processed_21-Dec-2019	405	 0.99	 1.79	347	 1.06	 1.89	3982.84	2646.20	 0.68	23194.84	 1.10	10697.05
A2	Foci_processed_21-Dec-2019	385	 1.83	 1.89	328	 1.93	 1.80	2817.64	1949.78	 0.63	26638.68	 1.08	17168.02
A3	Foci_processed_21-Dec-2019	377	 1.84	 2.21	323	 1.92	 2.25	2775.08	1838.11	 0.63	25191.36	 1.08	17573.80
A4	Foci_processed_21-Dec-2019	635	 1.56	 2.02	536	 1.71	 2.07	3317.19	2190.69	 0.65	23832.52	 1.11	16244.97
A5	Foci_processed_21-Dec-2019	639	 1.54	 2.07	537	 1.69	 2.16	3445.81	2139.27	 0.65	24178.98	 1.09	17174.58
A6	Foci_processed_21-Dec-2019	458	 1.44	 2.04	378	 1.52	 2.06	3019.46	2049.87	 0.67	21679.09	 1.12	14444.92
A7	Foci_processed_21-Dec-2019	229	 1.77	 2.13	192	 1.80	 2.01	2423.64	1637.08	 0.63	25382.40	 1.07	14200.75
A8	Foci_processed_21-Dec-2019	801	 1.25	 1.74	624	 1.38	 1.78	2791.78	1957.48	 0.69	23473.72	 1.10	12427.02
A9	Foci_processed_21-Dec-2019	801	 1.02	 1.59	655	 1.04	 1.62	3864.50	2583.78	 0.63	24189.22	 1.13	10456.58
B1	Foci_processed_21-Dec-2019	135	 2.14	 2.49	112	 2.33	 2.59	3346.41	2240.26	 0.59	25242.69	 1.07	25616.29
B10	Foci_processed_21-Dec-2019	122	 0.89	 1.30	105	 0.99	 1.36	3227.50	2354.93	 0.58	25081.00	 1.08	9649.07
