Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_02-Dec-2019	102	 2.10	 2.34	84	 2.21	 2.41	2410.33	1686.56	 0.59	24205.92	 1.07	20917.14
A10	Foci_processed_02-Dec-2019	362	 2.20	 2.69	318	 2.15	 2.62	2545.77	1738.70	 0.59	23558.93	 1.08	19926.42
A11	Foci_processed_02-Dec-2019	801	 2.03	 2.40	696	 1.97	 2.27	2597.70	1747.76	 0.56	25581.62	 1.07	20466.94
A12	Foci_processed_02-Dec-2019	630	 1.72	 2.02	516	 1.78	 2.03	2867.30	1932.76	 0.60	23961.90	 1.08	19144.14
A2	Foci_processed_02-Dec-2019	646	 1.54	 2.07	559	 1.59	 2.07	2251.42	1699.87	 0.54	29519.44	 1.06	14147.84
A3	Foci_processed_02-Dec-2019	604	 1.83	 2.14	531	 1.83	 2.16	2540.22	1765.34	 0.54	27630.60	 1.06	17901.44
A4	Foci_processed_02-Dec-2019	554	 1.71	 1.73	463	 1.75	 1.74	3580.15	2428.70	 0.60	24479.41	 1.10	23810.94
A5	Foci_processed_02-Dec-2019	801	 1.92	 2.19	679	 1.97	 2.15	3071.55	2075.60	 0.57	24322.14	 1.08	22859.55
A6	Foci_processed_02-Dec-2019	704	 1.74	 2.07	615	 1.75	 2.06	2510.44	1768.64	 0.52	28781.87	 1.07	16943.85
A7	Foci_processed_02-Dec-2019	801	 1.79	 2.13	698	 1.78	 2.14	2379.53	1653.06	 0.53	25642.20	 1.06	16463.77
A8	Foci_processed_02-Dec-2019	801	 1.37	 1.70	686	 1.36	 1.72	2812.11	1963.93	 0.49	30363.11	 1.07	15463.25
A9	Foci_processed_02-Dec-2019	730	 1.72	 2.42	637	 1.65	 2.31	2415.42	1719.19	 0.53	27300.99	 1.06	15516.73
B1	Foci_processed_02-Dec-2019	444	 1.94	 2.65	377	 2.03	 2.70	2528.66	1829.64	 0.56	26932.80	 1.06	19010.65
B10	Foci_processed_02-Dec-2019	801	 1.51	 2.83	731	 1.52	 2.17	2942.96	2136.24	 0.47	32340.12	 1.04	16905.94
B11	Foci_processed_02-Dec-2019	785	 1.73	 2.05	696	 1.77	 2.03	3318.80	2425.14	 0.50	30013.85	 1.06	21889.16
B12	Foci_processed_02-Dec-2019	635	 1.89	 2.14	549	 1.93	 2.17	3233.37	2289.74	 0.54	27413.09	 1.06	23023.69
B2	Foci_processed_02-Dec-2019	801	 1.68	 2.07	703	 1.72	 2.06	2833.03	1972.92	 0.50	26977.80	 1.05	19477.19
B3	Foci_processed_02-Dec-2019	413	 1.65	 1.92	361	 1.60	 1.90	2872.91	2043.79	 0.51	32228.18	 1.08	19012.13
B4	Foci_processed_02-Dec-2019	801	 1.66	 2.76	701	 1.65	 2.04	2716.81	1916.46	 0.46	32985.45	 1.05	16043.22
B5	Foci_processed_02-Dec-2019	801	 1.58	 1.55	667	 1.62	 1.56	2908.68	2068.33	 0.49	30801.95	 1.05	17712.87
B6	Foci_processed_02-Dec-2019	801	 1.61	 1.89	720	 1.68	 1.91	3145.06	2259.35	 0.43	34626.29	 1.05	19381.34
B7	Foci_processed_02-Dec-2019	801	 1.89	 2.21	707	 1.90	 2.24	2733.38	1997.43	 0.44	35319.27	 1.04	19098.64
B8	Foci_processed_02-Dec-2019	801	 1.32	 1.67	709	 1.32	 1.65	2812.12	2065.20	 0.42	35395.09	 1.04	13700.78
B9	Foci_processed_02-Dec-2019	801	 1.47	 1.65	712	 1.49	 1.64	2703.74	2031.12	 0.42	37194.72	 1.04	14682.48
C1	Foci_processed_02-Dec-2019	801	 2.22	 2.28	697	 2.21	 2.23	2874.05	1987.26	 0.53	28257.87	 1.05	24207.61
C10	Foci_processed_02-Dec-2019	801	 1.53	 1.90	717	 1.52	 1.87	2813.23	2093.40	 0.45	35529.12	 1.04	15085.21
C11	Foci_processed_02-Dec-2019	801	 1.80	 1.70	691	 1.76	 1.64	4141.66	2628.77	 0.58	26049.07	 1.08	29806.62
C12	Foci_processed_02-Dec-2019	801	 1.76	 1.95	685	 1.84	 1.97	3784.30	2731.92	 0.55	26624.60	 1.07	24376.67
C2	Foci_processed_02-Dec-2019	419	 1.83	 2.38	375	 1.79	 2.16	2834.62	1999.19	 0.51	29024.24	 1.04	18974.66
C3	Foci_processed_02-Dec-2019	801	 1.72	 1.72	683	 1.76	 1.74	3414.42	2275.08	 0.57	27608.58	 1.09	22465.45
C4	Foci_processed_02-Dec-2019	801	 2.10	 2.39	720	 2.15	 2.40	2577.78	1875.86	 0.49	32350.32	 1.04	19926.80
C5	Foci_processed_02-Dec-2019	801	 1.89	 2.30	739	 1.95	 2.30	2443.04	1805.91	 0.47	32325.21	 1.04	18847.90
C6	Foci_processed_02-Dec-2019	801	 1.72	 2.45	732	 1.71	 2.21	2664.27	1964.88	 0.47	33337.59	 1.04	15897.87
C7	Foci_processed_02-Dec-2019	801	 1.57	 1.82	703	 1.57	 1.79	2802.91	1992.68	 0.47	32203.61	 1.04	16730.65
C8	Foci_processed_02-Dec-2019	801	 1.75	 2.08	712	 1.74	 1.92	2629.92	1922.26	 0.49	32727.45	 1.04	17558.15
C9	Foci_processed_02-Dec-2019	801	 1.28	 1.61	716	 1.32	 1.63	2736.82	1991.02	 0.46	32731.70	 1.04	13737.27
D1	Foci_processed_02-Dec-2019	801	 2.01	 2.01	702	 1.97	 1.88	3441.34	2378.08	 0.53	28240.44	 1.05	24403.42
D10	Foci_processed_02-Dec-2019	801	 1.48	 1.65	682	 1.47	 1.65	3133.01	2338.40	 0.47	34149.37	 1.05	16259.77
D11	Foci_processed_02-Dec-2019	801	 2.10	 2.20	691	 2.07	 2.06	3792.88	2717.12	 0.55	29297.06	 1.05	28541.60
D12	Foci_processed_02-Dec-2019	525	 1.73	 2.18	455	 1.73	 2.10	3826.00	2858.59	 0.52	29139.10	 1.05	22486.38
D2	Foci_processed_02-Dec-2019	801	 2.32	 1.80	686	 2.40	 1.75	3435.16	2301.10	 0.55	28297.19	 1.06	33758.93
D3	Foci_processed_02-Dec-2019	801	 2.10	 2.34	697	 2.21	 2.39	2780.09	2017.93	 0.48	34466.54	 1.04	21600.01
D4	Foci_processed_02-Dec-2019	633	 2.42	 2.64	556	 2.46	 2.65	2809.39	1974.84	 0.52	29753.47	 1.05	24665.37
D5	Foci_processed_02-Dec-2019	801	 1.41	 1.51	683	 1.35	 1.46	3161.99	2385.02	 0.47	30022.28	 1.06	15663.34
D6	Foci_processed_02-Dec-2019	801	 1.43	 1.58	699	 1.39	 1.48	2843.73	2113.31	 0.44	27203.72	 1.05	15207.22
D7	Foci_processed_02-Dec-2019	801	 1.34	 1.53	678	 1.26	 1.43	3285.88	2411.34	 0.52	27776.77	 1.07	15311.18
D8	Foci_processed_02-Dec-2019	801	 1.29	 1.49	706	 1.31	 1.48	3119.30	2369.06	 0.42	33835.00	 1.04	13971.89
D9	Foci_processed_02-Dec-2019	801	 1.01	 1.26	688	 0.98	 1.24	3488.46	2717.26	 0.48	27083.97	 1.07	11790.74
E1	Foci_processed_02-Dec-2019	801	 1.72	 1.85	683	 1.73	 1.86	3320.29	2202.09	 0.59	24210.05	 1.09	23957.59
E10	Foci_processed_02-Dec-2019	801	 1.60	 2.32	708	 1.67	 2.38	2657.86	2060.91	 0.46	35807.80	 1.04	15207.71
E11	Foci_processed_02-Dec-2019	749	 1.65	 1.99	642	 1.77	 2.04	3268.17	2380.24	 0.57	25987.12	 1.08	21386.82
E12	Foci_processed_02-Dec-2019	484	 1.74	 2.36	419	 1.66	 2.21	3462.06	2512.18	 0.54	28884.04	 1.05	19023.89
E2	Foci_processed_02-Dec-2019	351	 1.66	 1.94	301	 1.72	 1.98	3061.06	2171.81	 0.54	27278.53	 1.06	20304.97
E3	Foci_processed_02-Dec-2019	801	 1.69	 1.73	725	 1.74	 1.76	2575.92	1885.23	 0.43	33298.47	 1.04	16843.62
E4	Foci_processed_02-Dec-2019	801	 2.32	 2.53	727	 2.41	 2.57	2655.72	1924.70	 0.46	32987.40	 1.04	25957.00
E5	Foci_processed_02-Dec-2019	801	 1.67	 2.26	706	 1.74	 2.30	2492.39	1893.44	 0.48	29934.16	 1.05	16366.29
E6	Foci_processed_02-Dec-2019	801	 1.26	 1.76	704	 1.28	 1.78	2555.15	1905.69	 0.47	33648.89	 1.04	11460.97
E7	Foci_processed_02-Dec-2019	801	 1.15	 1.75	713	 1.19	 1.80	2662.21	2028.79	 0.46	31480.96	 1.04	11380.58
E8	Foci_processed_03-Dec-2019	801	 1.18	 1.94	710	 1.20	 1.99	2624.47	2050.76	 0.45	34782.26	 1.04	10800.36
E9	Foci_processed_03-Dec-2019	801	 1.25	 1.73	696	 1.26	 1.66	2523.23	1989.42	 0.41	34927.39	 1.04	11784.70
F1	Foci_processed_03-Dec-2019	462	 2.41	 2.45	406	 2.52	 2.37	3154.02	2255.06	 0.57	25184.65	 1.07	27617.20
F10	Foci_processed_03-Dec-2019	801	 1.26	 1.75	725	 1.26	 1.76	2473.36	1841.63	 0.46	32319.28	 1.04	11558.64
F11	Foci_processed_03-Dec-2019	801	 1.61	 1.91	681	 1.62	 1.88	3140.53	2244.35	 0.52	28530.76	 1.07	20399.67
F12	Foci_processed_03-Dec-2019	556	 1.86	 2.16	486	 1.91	 2.13	3044.66	2105.94	 0.54	28199.74	 1.04	21838.58
F2	Foci_processed_03-Dec-2019	801	 2.22	 1.77	659	 2.28	 1.73	3768.34	2443.72	 0.59	25414.61	 1.09	34051.08
F3	Foci_processed_03-Dec-2019	801	 1.62	 2.01	741	 1.64	 1.99	2453.57	1786.31	 0.47	31768.42	 1.04	15619.88
F4	Foci_processed_03-Dec-2019	801	 1.28	 1.53	727	 1.28	 1.51	2590.03	1939.67	 0.40	35264.16	 1.05	12769.14
F5	Foci_processed_03-Dec-2019	801	 1.44	 1.66	697	 1.48	 1.65	2468.58	1845.75	 0.40	36529.29	 1.05	14738.67
F6	Foci_processed_03-Dec-2019	801	 1.24	 1.63	700	 1.26	 1.64	3188.13	2476.32	 0.42	33294.27	 1.05	15033.15
F7	Foci_processed_03-Dec-2019	801	 1.33	 1.80	700	 1.30	 1.76	2637.46	1944.01	 0.47	32664.43	 1.04	12805.15
F8	Foci_processed_03-Dec-2019	801	 1.28	 1.51	702	 1.26	 1.46	2437.65	1833.99	 0.42	32414.00	 1.04	12301.00
F9	Foci_processed_03-Dec-2019	801	 1.35	 1.84	688	 1.32	 1.82	2364.93	1807.26	 0.46	32666.13	 1.06	13073.59
G1	Foci_processed_03-Dec-2019	547	 1.28	 1.58	455	 1.35	 1.64	3903.35	3017.96	 0.58	24140.76	 1.09	17297.78
G10	Foci_processed_03-Dec-2019	801	 1.44	 1.97	708	 1.49	 2.02	2367.85	1752.39	 0.46	33255.12	 1.04	12568.61
G11	Foci_processed_03-Dec-2019	382	 1.50	 1.94	331	 1.41	 1.80	2833.48	1920.73	 0.52	27645.21	 1.05	15590.37
G12	Foci_processed_03-Dec-2019	648	 1.69	 2.24	573	 1.65	 2.20	2861.30	2057.34	 0.52	27919.99	 1.05	16285.56
G2	Foci_processed_03-Dec-2019	558	 1.84	 1.70	449	 1.97	 1.74	3811.39	2803.87	 0.58	25128.78	 1.06	24375.81
G3	Foci_processed_03-Dec-2019	801	 1.79	 2.00	676	 1.97	 2.06	2561.13	1849.46	 0.47	31469.81	 1.03	18725.41
G4	Foci_processed_03-Dec-2019	801	 1.43	 2.01	697	 1.47	 2.08	2295.83	1766.37	 0.46	31889.49	 1.04	12990.70
G5	Foci_processed_03-Dec-2019	801	 1.58	 1.82	701	 1.61	 1.81	2542.13	1853.73	 0.47	31863.77	 1.04	15605.67
G6	Foci_processed_03-Dec-2019	801	 1.23	 1.68	710	 1.26	 1.70	3163.36	2403.67	 0.44	34928.24	 1.04	13170.29
G7	Foci_processed_03-Dec-2019	801	 1.22	 1.78	703	 1.19	 1.79	2531.88	1962.39	 0.47	30581.05	 1.04	11016.69
G8	Foci_processed_03-Dec-2019	801	 0.97	 1.45	701	 0.99	 1.48	2333.09	1774.40	 0.41	27440.02	 1.04	9171.86
G9	Foci_processed_03-Dec-2019	801	 1.54	 2.17	722	 1.47	 1.98	2313.46	1665.12	 0.46	29903.91	 1.04	12944.04
H1	Foci_processed_03-Dec-2019	106	 0.89	 1.21	89	 0.92	 1.23	2702.04	2027.27	 0.54	26326.53	 1.05	9510.02
H10	Foci_processed_03-Dec-2019	801	 1.23	 1.89	674	 1.24	 1.88	2248.06	1720.77	 0.51	29380.94	 1.05	10346.84
H11	Foci_processed_03-Dec-2019	268	 1.59	 2.48	233	 1.61	 2.54	2535.88	1891.75	 0.52	26334.78	 1.06	14996.60
H12	Foci_processed_03-Dec-2019	230	 1.38	 2.18	197	 1.45	 2.26	2595.26	1926.72	 0.57	24788.64	 1.07	13311.29
H2	Foci_processed_03-Dec-2019	139	 1.46	 2.02	120	 1.60	 2.12	2918.63	2050.66	 0.54	26259.66	 1.06	15996.37
H3	Foci_processed_03-Dec-2019	47	 2.11	 2.56	43	 2.30	 2.60	2680.25	1909.87	 0.57	27198.00	 1.04	22154.05
H4	Foci_processed_03-Dec-2019	573	 1.39	 1.97	515	 1.40	 2.03	2368.98	1794.79	 0.51	30274.87	 1.05	11909.69
H5	Foci_processed_03-Dec-2019	568	 1.17	 1.86	492	 1.16	 1.90	2454.80	1891.42	 0.48	32035.82	 1.05	10413.60
H6	Foci_processed_03-Dec-2019	801	 1.65	 2.41	697	 1.68	 2.44	2457.95	1901.60	 0.48	31789.95	 1.05	14696.76
H7	Foci_processed_03-Dec-2019	801	 0.98	 1.42	692	 0.93	 1.37	2457.33	1931.27	 0.46	32714.12	 1.05	7569.44
H8	Foci_processed_03-Dec-2019	801	 1.16	 1.66	677	 1.15	 1.58	2294.92	1709.11	 0.52	28655.68	 1.06	9369.15
H9	Foci_processed_03-Dec-2019	801	 1.30	 1.86	683	 1.33	 1.90	2253.42	1725.75	 0.51	29910.97	 1.06	10398.01
