Well	Directory	num_nuc	avg_nfoci	std_nfoci	num_nuc_no_outl	avg_foci_no_outl	std_foci_no_outl	avg_fitc	avg_fitc_bg	avg_nuc_area	avg_nuc_dapi	avg_p2a	spot_fitc_sum
A1	Foci_processed_24-Oct-2019	480	 2.94	 3.03	412	 2.98	 3.02	1855.92	1332.96	 0.55	30618.13	 1.04	22880.03
A10	Foci_processed_24-Oct-2019	427	 2.19	 2.32	358	 2.26	 2.27	2429.29	1718.09	 0.56	29472.75	 1.05	21743.65
A11	Foci_processed_24-Oct-2019	368	 2.09	 2.21	317	 2.10	 2.22	2175.25	1556.56	 0.56	30622.57	 1.04	16879.48
A12	Foci_processed_24-Oct-2019	740	 2.76	 2.38	630	 2.86	 2.32	2666.30	1746.92	 0.59	25789.71	 1.04	35516.06
A2	Foci_processed_24-Oct-2019	246	 2.90	 3.41	209	 3.04	 3.18	2003.96	1401.38	 0.59	30053.65	 1.05	27361.76
A3	Foci_processed_24-Oct-2019	338	 2.89	 2.98	314	 3.00	 2.97	2245.59	1494.73	 0.58	29622.33	 1.04	30175.85
A4	Foci_processed_24-Oct-2019	241	 2.74	 2.78	208	 2.82	 2.85	1929.08	1349.70	 0.57	29704.50	 1.05	24835.29
A5	Foci_processed_24-Oct-2019	232	 2.83	 2.99	207	 2.96	 2.99	2331.92	1600.60	 0.63	27177.70	 1.06	32027.46
A6	Foci_processed_24-Oct-2019	179	 2.44	 3.04	143	 2.41	 2.88	1716.18	1324.63	 0.67	25308.07	 1.08	18244.03
A7	Foci_processed_24-Oct-2019	301	 2.40	 2.96	247	 2.45	 2.99	1820.14	1422.18	 0.65	26172.83	 1.06	19286.98
A8	Foci_processed_24-Oct-2019	218	 1.78	 2.54	173	 1.60	 2.31	1841.47	1446.23	 0.66	26702.97	 1.08	12556.67
A9	Foci_processed_24-Oct-2019	239	 2.34	 2.49	200	 2.42	 2.49	2044.41	1448.03	 0.62	28447.57	 1.05	20041.64
B1	Foci_processed_24-Oct-2019	801	 2.96	 3.02	670	 2.87	 2.82	2158.44	1587.19	 0.51	31078.16	 1.04	24472.58
B10	Foci_processed_24-Oct-2019	801	 2.28	 2.44	709	 2.38	 2.49	2686.60	2014.74	 0.49	32589.67	 1.04	25864.53
B11	Foci_processed_24-Oct-2019	512	 2.02	 2.27	438	 2.11	 2.26	2924.05	2239.05	 0.63	27074.60	 1.09	21718.59
B2	Foci_processed_24-Oct-2019	801	 3.32	 2.97	703	 3.42	 2.91	2372.17	1684.70	 0.51	31046.20	 1.04	34476.10
B3	Foci_processed_25-Oct-2019	801	 2.88	 3.16	694	 2.81	 3.03	2228.22	1739.37	 0.50	27317.25	 1.04	23581.52
B4	Foci_processed_25-Oct-2019	801	 3.28	 3.16	682	 3.48	 3.16	2468.02	1799.94	 0.55	28032.39	 1.05	34476.30
B5	Foci_processed_25-Oct-2019	801	 3.00	 2.98	711	 3.11	 2.94	2525.64	1883.60	 0.49	34525.37	 1.04	30894.88
B6	Foci_processed_25-Oct-2019	801	 2.52	 2.35	676	 2.52	 2.15	3459.81	2426.72	 0.59	23757.24	 1.10	34122.26
B7	Foci_processed_25-Oct-2019	801	 2.48	 2.27	660	 2.59	 2.22	2855.28	2110.84	 0.50	29081.56	 1.05	30387.34
B8	Foci_processed_25-Oct-2019	801	 2.77	 2.59	702	 2.92	 2.63	2880.83	2059.69	 0.51	30369.08	 1.04	36620.51
B9	Foci_processed_25-Oct-2019	801	 2.42	 2.46	705	 2.48	 2.45	2866.76	2191.91	 0.49	28545.61	 1.04	27478.62
C1	Foci_processed_25-Oct-2019	364	 3.79	 3.61	313	 3.88	 3.46	2324.95	1630.94	 0.59	27887.83	 1.05	37780.04
C10	Foci_processed_25-Oct-2019	801	 1.93	 2.49	703	 1.96	 2.47	3003.54	2352.20	 0.53	33017.35	 1.04	20339.39
C11	Foci_processed_25-Oct-2019	801	 1.66	 2.17	694	 1.65	 2.06	2812.56	2238.09	 0.53	32229.70	 1.04	16110.10
C12	Foci_processed_25-Oct-2019	801	 1.42	 1.96	723	 1.43	 1.94	3307.61	2685.52	 0.55	28237.70	 1.05	14740.47
C2	Foci_processed_25-Oct-2019	801	 2.77	 3.11	701	 2.71	 2.83	2652.86	1928.53	 0.51	29681.31	 1.04	29786.45
C3	Foci_processed_25-Oct-2019	801	 3.01	 3.09	699	 3.15	 3.07	2292.91	1699.17	 0.53	29505.94	 1.04	29552.82
C4	Foci_processed_25-Oct-2019	775	 2.15	 2.68	668	 2.11	 2.57	2107.43	1678.44	 0.54	31228.19	 1.04	16546.49
C5	Foci_processed_25-Oct-2019	250	 2.32	 2.69	227	 2.40	 2.69	2141.37	1658.53	 0.56	30211.88	 1.04	18363.63
C6	Foci_processed_25-Oct-2019	801	 2.49	 2.63	710	 2.52	 2.52	2478.29	1968.32	 0.53	30479.49	 1.04	22478.46
C7	Foci_processed_25-Oct-2019	607	 2.88	 2.99	499	 2.98	 3.02	2555.58	1982.22	 0.53	32390.21	 1.03	27158.63
C8	Foci_processed_25-Oct-2019	801	 2.56	 2.88	683	 2.66	 2.90	2598.55	2021.71	 0.54	32097.54	 1.03	26038.89
C9	Foci_processed_25-Oct-2019	801	 2.14	 2.64	667	 2.15	 2.55	2665.30	2118.65	 0.52	32126.12	 1.03	19893.59
D1	Foci_processed_25-Oct-2019	281	 2.89	 3.27	243	 3.02	 3.09	2182.45	1690.00	 0.63	27944.34	 1.06	24982.95
D10	Foci_processed_25-Oct-2019	648	 1.88	 2.39	565	 1.90	 2.41	3018.26	2460.26	 0.55	32123.99	 1.04	18685.27
D11	Foci_processed_25-Oct-2019	364	 1.64	 2.26	319	 1.65	 2.22	3496.25	2887.16	 0.54	34654.65	 1.03	18604.13
D12	Foci_processed_25-Oct-2019	215	 2.29	 2.82	190	 2.46	 2.89	3593.11	2848.31	 0.58	29747.78	 1.05	29623.03
D2	Foci_processed_25-Oct-2019	801	 2.95	 3.07	709	 2.97	 2.95	2386.97	1742.01	 0.53	31609.36	 1.04	28006.92
D3	Foci_processed_25-Oct-2019	801	 2.62	 2.71	692	 2.70	 2.68	2449.71	1865.14	 0.55	31504.84	 1.04	27135.26
D4	Foci_processed_25-Oct-2019	526	 2.40	 2.75	435	 2.40	 2.57	2267.32	1749.82	 0.56	30601.56	 1.04	21884.51
D5	Foci_processed_25-Oct-2019	687	 2.02	 2.38	585	 1.99	 2.26	2303.97	1859.85	 0.54	32514.80	 1.03	16361.57
D6	Foci_processed_25-Oct-2019	801	 2.89	 2.96	698	 2.98	 2.91	2864.13	2170.92	 0.53	31171.98	 1.04	34360.85
D7	Foci_processed_25-Oct-2019	801	 1.96	 2.35	663	 1.96	 2.25	2683.10	2218.63	 0.54	31532.02	 1.03	18374.15
D8	Foci_processed_25-Oct-2019	622	 2.67	 2.98	534	 2.81	 2.97	2810.04	2172.46	 0.55	30680.23	 1.04	30413.93
D9	Foci_processed_25-Oct-2019	525	 1.68	 2.22	455	 1.65	 2.16	2963.38	2411.58	 0.54	34017.00	 1.03	16152.10
E1	Foci_processed_25-Oct-2019	113	 1.92	 2.41	91	 1.74	 2.25	1774.85	1491.27	 0.67	24617.42	 1.10	12577.01
E10	Foci_processed_25-Oct-2019	801	 1.90	 2.54	679	 1.95	 2.48	2488.29	1964.94	 0.52	31844.60	 1.04	19234.79
E11	Foci_processed_25-Oct-2019	801	 1.43	 2.10	699	 1.47	 2.13	2591.26	2094.77	 0.49	32247.26	 1.04	13555.87
E12	Foci_processed_25-Oct-2019	252	 1.70	 2.17	218	 1.72	 2.14	3028.00	2316.54	 0.58	29720.53	 1.06	17777.60
E2	Foci_processed_25-Oct-2019	480	 2.81	 2.70	419	 2.95	 2.68	2203.45	1576.23	 0.54	29011.80	 1.05	27070.19
E3	Foci_processed_25-Oct-2019	321	 3.87	 3.12	280	 4.04	 3.07	2203.62	1552.38	 0.54	30022.47	 1.03	31743.21
E4	Foci_processed_25-Oct-2019	746	 2.47	 2.76	651	 2.56	 2.78	2102.66	1559.67	 0.53	29267.76	 1.05	23258.78
E5	Foci_processed_25-Oct-2019	801	 2.49	 2.69	696	 2.54	 2.60	2144.54	1628.16	 0.50	29715.42	 1.04	22325.87
E6	Foci_processed_25-Oct-2019	801	 2.65	 2.83	699	 2.76	 2.84	2454.86	1777.81	 0.52	30326.10	 1.04	29757.70
E7	Foci_processed_25-Oct-2019	801	 2.38	 2.58	677	 2.49	 2.60	2243.27	1776.12	 0.51	23922.98	 1.04	21896.44
